customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
793,41,Female,West,High School,Self-Employed,1413865,765232,Home,537,10,280,77.13663624315672,2022-03-03,1
794,26,Male,West,Graduate,Salaried,467598,57235,Education,358,12,243,12.559556811545978,2022-03-04,0
795,26,Male,West,High School,Salaried,1350997,394877,Education,398,5,55,85.2143867783393,2022-03-05,0
796,24,Female,North,Post-Graduate,Self-Employed,1486821,112712,Car,794,5,73,81.36594808748966,2022-03-06,1
797,50,Female,West,Post-Graduate,Self-Employed,1201452,202545,Business,813,7,239,52.841753286877086,2022-03-07,1
798,31,Male,West,High School,Salaried,1295687,772927,Car,596,10,439,53.48764599290337,2022-03-08,1
799,50,Male,East,Post-Graduate,Self-Employed,632829,812178,Home,510,3,449,62.302233836492505,2022-03-09,0
800,51,Male,West,High School,Salaried,416750,175849,Car,422,2,258,40.96400095479096,2022-03-10,1
801,44,Male,North,Graduate,Self-Employed,320592,305493,Car,528,6,255,61.77778267182844,2022-03-11,0
802,29,Male,North,High School,Self-Employed,434000,654111,Car,687,4,437,13.58147109507895,2022-03-12,0
803,23,Male,East,Graduate,Self-Employed,980277,154215,Business,439,1,84,14.323810187978125,2022-03-13,0
804,51,Female,West,Post-Graduate,Salaried,522137,815359,Home,840,1,166,46.57843356956355,2022-03-14,0
805,57,Female,West,Graduate,Self-Employed,1377228,82230,Car,690,10,232,53.9697840884828,2022-03-15,1
806,56,Female,North,Post-Graduate,Salaried,1126352,396717,Business,569,5,199,81.02541122686551,2022-03-16,0
807,44,Male,West,High School,Salaried,708069,797948,Home,311,7,482,18.372850712631703,2022-03-17,0
808,51,Female,West,Post-Graduate,Self-Employed,1052557,512092,Education,688,0,61,75.81183417551115,2022-03-18,1
809,26,Male,West,High School,Self-Employed,1466092,352788,Car,636,10,447,26.80378698336557,2022-03-19,0
810,22,Male,South,High School,Salaried,579653,229736,Home,805,5,97,41.526691880802545,2022-03-20,1
811,40,Female,East,Graduate,Salaried,1310178,881635,Car,405,11,322,35.32819478619303,2022-03-21,0
812,48,Male,South,Graduate,Unemployed,403117,378821,Education,331,1,348,42.01242182923192,2022-03-22,1
813,31,Male,East,Graduate,Salaried,437069,468641,Home,373,1,75,22.039639845806846,2022-03-23,0
814,24,Female,North,Graduate,Unemployed,766510,697534,Business,470,6,159,50.2856059522844,2022-03-24,0
815,35,Female,West,Post-Graduate,Unemployed,1489660,134817,Home,368,9,29,74.13140718650938,2022-03-25,1
816,26,Female,East,Post-Graduate,Unemployed,1490894,288657,Business,661,0,42,45.32272083031175,2022-03-26,0
817,50,Male,South,Post-Graduate,Self-Employed,908092,267033,Home,732,5,337,49.24908607185593,2022-03-27,0
818,58,Female,West,High School,Self-Employed,1297996,281414,Business,399,6,290,77.90140682250514,2022-03-28,1
819,22,Female,North,Post-Graduate,Salaried,799792,306812,Education,308,7,55,66.48464917104246,2022-03-29,0
820,35,Male,East,Post-Graduate,Unemployed,471604,906238,Education,328,6,82,49.23635268158278,2022-03-30,0
821,31,Female,East,Post-Graduate,Self-Employed,823607,354958,Education,413,5,363,30.615651855134374,2022-03-31,1
822,28,Female,East,Graduate,Self-Employed,864635,644507,Home,761,8,322,80.79413974759733,2022-04-01,1
823,46,Female,West,Post-Graduate,Self-Employed,868629,220956,Education,442,12,352,56.161632135244666,2022-04-02,1
824,25,Male,South,High School,Self-Employed,1371248,407489,Car,689,2,142,27.69180880885547,2022-04-03,1
825,26,Male,South,Graduate,Self-Employed,713953,307134,Education,456,10,64,31.52958021104083,2022-04-04,1
826,46,Male,East,High School,Unemployed,617582,412232,Business,634,5,70,74.25064711489968,2022-04-05,0
827,24,Male,North,Post-Graduate,Unemployed,244036,905754,Business,559,3,354,13.531644966996437,2022-04-06,1
828,39,Female,North,Graduate,Unemployed,1397017,71650,Business,381,1,17,89.3673749623056,2022-04-07,0
829,40,Male,South,High School,Unemployed,342867,406386,Home,740,0,281,20.42813437718334,2022-04-08,1
830,53,Male,North,Post-Graduate,Salaried,1318597,976694,Car,471,11,255,73.68548203175499,2022-04-09,0
831,40,Female,South,High School,Unemployed,569349,874628,Education,530,11,185,41.58202534173463,2022-04-10,0
832,32,Female,East,High School,Self-Employed,885503,220521,Car,374,0,125,49.37729466299735,2022-04-11,1
833,21,Female,South,High School,Unemployed,622641,220733,Car,569,10,326,80.45204619716623,2022-04-12,0
834,46,Male,South,Post-Graduate,Salaried,537283,866141,Business,361,9,280,43.032895167137056,2022-04-13,0
835,34,Male,East,Post-Graduate,Self-Employed,960592,292037,Business,619,2,202,52.99950029385876,2022-04-14,1
836,58,Male,North,High School,Unemployed,783117,130428,Business,401,3,159,13.943972992733595,2022-04-15,1
837,57,Female,South,Graduate,Unemployed,591180,256251,Home,728,1,140,10.187797909396252,2022-04-16,1
838,31,Female,South,Graduate,Unemployed,1001151,584231,Car,554,12,111,29.583989840138074,2022-04-17,1
839,56,Male,East,Post-Graduate,Self-Employed,833718,748600,Car,831,11,319,64.44664743350138,2022-04-18,0
840,33,Female,North,Post-Graduate,Self-Employed,600782,488976,Home,411,10,279,19.701191468730936,2022-04-19,0
841,23,Female,South,Post-Graduate,Salaried,212306,71042,Home,612,10,301,19.100956704363952,2022-04-20,0
842,53,Female,East,Post-Graduate,Self-Employed,778110,827130,Home,760,10,219,42.87684864287226,2022-04-21,0
843,26,Male,South,Post-Graduate,Self-Employed,224042,880326,Car,761,0,370,61.82696308865812,2022-04-22,0
844,30,Female,West,Graduate,Unemployed,608302,974373,Car,391,3,347,66.96575937983444,2022-04-23,0
845,25,Female,East,Post-Graduate,Self-Employed,872747,368903,Business,351,6,76,24.27605392786998,2022-04-24,1
846,43,Male,North,High School,Unemployed,813712,418117,Business,819,9,19,16.367051789763394,2022-04-25,0
847,30,Male,North,High School,Unemployed,1431266,880738,Car,397,10,58,85.23176271564354,2022-04-26,0
848,22,Female,North,Graduate,Self-Employed,947410,944801,Business,535,5,496,30.853310604968136,2022-04-27,0
849,33,Female,North,High School,Salaried,349395,760731,Home,673,5,120,78.2677198086979,2022-04-28,1
850,22,Male,South,Graduate,Salaried,1061858,726278,Education,533,10,330,79.07931603702546,2022-04-29,1
851,40,Male,South,Graduate,Self-Employed,1238457,864811,Business,331,8,228,71.80180734100355,2022-04-30,1
852,21,Female,North,High School,Salaried,835311,432811,Car,588,1,66,23.506688532205608,2022-05-01,1
853,57,Female,North,Post-Graduate,Unemployed,1135783,551691,Business,841,3,292,75.74411674033603,2022-05-02,0
854,29,Female,North,High School,Unemployed,262780,264304,Business,413,4,468,71.54004473932693,2022-05-03,0
855,37,Female,South,High School,Self-Employed,1009340,446178,Business,503,0,122,57.73783920849737,2022-05-04,0
856,29,Male,North,Graduate,Salaried,1349282,719211,Education,328,7,142,36.97616281351622,2022-05-05,1
857,31,Female,North,High School,Salaried,322019,954058,Home,773,7,80,31.000688341323528,2022-05-06,0
858,35,Female,West,Graduate,Unemployed,571852,488963,Car,552,5,92,19.751136966428717,2022-05-07,0
859,44,Male,West,Post-Graduate,Self-Employed,379001,961612,Education,685,11,66,50.780565352069715,2022-05-08,0
860,58,Female,North,Post-Graduate,Salaried,995775,364493,Car,361,4,385,56.820870040787725,2022-05-09,1
861,55,Male,East,Post-Graduate,Self-Employed,1348836,251904,Car,814,7,358,38.74711924126298,2022-05-10,1
862,50,Female,North,High School,Salaried,1419439,761716,Car,729,2,280,48.028725414469484,2022-05-11,1
863,51,Female,West,Graduate,Unemployed,884494,720105,Education,836,2,492,39.08115658954134,2022-05-12,0
864,25,Male,East,Post-Graduate,Unemployed,1229870,55730,Home,440,1,120,61.2804845856561,2022-05-13,0
865,34,Male,East,Graduate,Self-Employed,793731,457137,Car,599,4,366,82.10073662372507,2022-05-14,0
866,31,Female,North,Graduate,Unemployed,954471,803790,Home,610,2,384,23.11362096375559,2022-05-15,0
867,29,Female,West,Post-Graduate,Salaried,519674,252210,Home,770,2,85,40.51270479224988,2022-05-16,1
868,54,Female,West,Post-Graduate,Unemployed,860187,788471,Business,692,5,167,21.269488316068905,2022-05-17,0
869,32,Male,East,Graduate,Self-Employed,296143,69023,Education,744,7,29,59.995501632626556,2022-05-18,1
870,55,Female,North,Post-Graduate,Self-Employed,344771,701084,Education,471,1,430,68.30964075908767,2022-05-19,0
871,55,Male,South,Graduate,Self-Employed,1220332,917965,Business,330,3,140,84.55301860779647,2022-05-20,1
872,21,Male,South,Graduate,Salaried,1208923,395430,Business,346,10,338,32.30975410087719,2022-05-21,0
873,42,Female,West,Post-Graduate,Salaried,1100959,878411,Home,429,6,131,86.01689646923441,2022-05-22,0
874,49,Male,South,High School,Salaried,860673,859269,Car,651,0,50,15.061013745653984,2022-05-23,1
875,28,Female,West,Post-Graduate,Salaried,311362,458213,Education,357,0,176,58.24110906916705,2022-05-24,1
876,31,Female,West,High School,Salaried,376298,941407,Car,405,11,419,14.570617547466398,2022-05-25,0
877,57,Female,West,Graduate,Unemployed,783838,750399,Car,629,12,139,81.50193502095559,2022-05-26,0
878,34,Female,South,Graduate,Salaried,673288,570610,Business,682,9,32,52.38472456560433,2022-05-27,0
879,50,Female,West,High School,Salaried,465702,70923,Car,461,6,288,63.547868061023685,2022-05-28,1
880,55,Male,East,Graduate,Unemployed,1192812,845308,Home,585,6,260,76.5259140728362,2022-05-29,0
881,41,Male,North,High School,Salaried,512257,897405,Business,370,0,478,22.0248497987175,2022-05-30,1
882,57,Female,North,High School,Self-Employed,1153847,446103,Car,753,0,409,13.087324955050708,2022-05-31,0
883,25,Female,West,Graduate,Salaried,1306795,244795,Business,696,3,18,80.31049167302817,2022-06-01,0
884,39,Male,North,High School,Salaried,1154470,878854,Home,814,4,22,35.1946581967146,2022-06-02,0
885,34,Male,South,Post-Graduate,Self-Employed,889129,283462,Home,325,4,421,20.31831263417322,2022-06-03,0
886,46,Male,South,Post-Graduate,Self-Employed,975292,101413,Car,612,3,420,47.47689896696692,2022-06-04,1
887,24,Male,North,Graduate,Self-Employed,436495,938916,Business,425,7,316,57.8644860556815,2022-06-05,1
888,45,Female,South,Graduate,Self-Employed,481373,970345,Car,707,6,329,12.47764827380081,2022-06-06,0
889,45,Female,North,High School,Salaried,389073,305719,Car,497,8,61,31.99165266056702,2022-06-07,0
890,38,Male,North,High School,Self-Employed,559281,603044,Business,487,6,218,12.623989942151681,2022-06-08,0
891,28,Female,North,High School,Self-Employed,1024516,383720,Car,783,9,47,43.62683113563992,2022-06-09,1
892,59,Male,West,High School,Unemployed,1068212,692536,Home,749,0,109,81.60800232529954,2022-06-10,0
893,34,Female,North,Post-Graduate,Self-Employed,1210396,322448,Business,822,12,202,88.61219291948554,2022-06-11,1
894,52,Male,West,Post-Graduate,Self-Employed,1396454,604629,Business,653,6,411,60.963804280290205,2022-06-12,1
895,58,Female,North,Graduate,Unemployed,419707,972262,Business,399,0,200,22.931015502767345,2022-06-13,1
896,53,Male,North,High School,Unemployed,441249,460226,Business,577,6,60,82.46795119994447,2022-06-14,1
897,43,Male,North,High School,Salaried,1285610,177039,Car,790,9,402,51.29982585600484,2022-06-15,0
898,35,Female,South,Graduate,Unemployed,371389,766118,Car,554,7,150,22.299944968233447,2022-06-16,0
899,53,Male,West,High School,Salaried,1259165,737018,Home,680,10,177,83.73813355613291,2022-06-17,1
900,45,Female,West,High School,Unemployed,1305797,230074,Education,841,8,320,70.59752405784823,2022-06-18,0
901,37,Female,North,High School,Unemployed,841517,808678,Education,563,11,118,68.53642181785213,2022-06-19,0
902,53,Male,North,High School,Salaried,1025963,706735,Home,628,2,216,66.73445630355238,2022-06-20,0
903,22,Female,South,High School,Unemployed,776515,673773,Education,414,3,436,26.027185687715388,2022-06-21,1
904,34,Female,South,Graduate,Salaried,465308,858524,Home,575,3,309,26.880535336602087,2022-06-22,0
905,59,Female,South,High School,Unemployed,293078,181562,Car,787,11,119,65.0634398741804,2022-06-23,0
906,26,Female,West,Graduate,Self-Employed,1027679,53729,Business,580,8,205,27.57782000883175,2022-06-24,0
907,26,Female,West,High School,Unemployed,959401,711334,Business,574,12,426,45.09373574424391,2022-06-25,0
908,23,Male,West,Post-Graduate,Salaried,774887,692510,Car,627,6,161,72.5601460475153,2022-06-26,0
909,27,Female,North,Post-Graduate,Unemployed,664761,397360,Business,510,2,429,72.71620144782727,2022-06-27,0
910,28,Female,West,Post-Graduate,Salaried,1126921,658148,Business,325,9,252,46.26094180206877,2022-06-28,0
911,35,Female,East,Post-Graduate,Salaried,1438227,308360,Education,326,4,137,73.3751950620196,2022-06-29,0
912,49,Female,East,Graduate,Self-Employed,268207,409014,Car,382,6,114,77.08974369584455,2022-06-30,0
913,53,Female,South,Graduate,Self-Employed,534199,71398,Education,712,7,19,62.38206010274082,2022-07-01,0
914,50,Male,West,High School,Salaried,1088698,346794,Education,466,0,365,28.274068184673613,2022-07-02,1
915,59,Female,East,Post-Graduate,Unemployed,311426,988796,Business,468,11,157,31.9209424308438,2022-07-03,0
916,47,Male,South,Graduate,Salaried,334794,678177,Business,528,1,498,35.187292432698825,2022-07-04,1
917,56,Male,West,High School,Salaried,745726,315303,Car,666,6,374,19.344328618716162,2022-07-05,0
918,49,Male,North,High School,Unemployed,783107,410306,Business,827,10,373,31.85276962959561,2022-07-06,1
919,58,Male,East,Graduate,Unemployed,243856,505982,Business,837,12,468,26.76153794500257,2022-07-07,1
920,53,Female,North,Post-Graduate,Unemployed,642244,275959,Car,823,12,149,46.42629998468817,2022-07-08,0
921,57,Male,West,High School,Unemployed,1308383,677122,Business,371,1,199,82.67500382978119,2022-07-09,1
922,47,Male,East,Post-Graduate,Salaried,1036309,460281,Education,405,6,411,18.358425340316646,2022-07-10,1
923,53,Female,West,Post-Graduate,Salaried,690999,595926,Car,581,8,103,67.62143391579164,2022-07-11,1
924,24,Female,North,Post-Graduate,Self-Employed,1292037,837505,Business,432,10,238,64.98264035305021,2022-07-12,0
925,42,Female,East,High School,Salaried,817762,489727,Home,833,1,72,17.660335893068613,2022-07-13,1
926,22,Male,North,Post-Graduate,Unemployed,545280,789667,Car,568,6,349,83.805792392464,2022-07-14,1
927,30,Female,West,High School,Self-Employed,607407,568490,Car,711,3,34,55.47777617254557,2022-07-15,0
928,25,Female,West,Post-Graduate,Unemployed,1071158,806357,Home,317,10,277,39.09804169085474,2022-07-16,1
929,30,Male,North,High School,Salaried,1495308,603608,Business,416,12,414,70.52308667962453,2022-07-17,1
930,53,Female,East,Post-Graduate,Self-Employed,620602,513092,Business,443,1,290,30.589236672130724,2022-07-18,1
931,58,Female,North,Graduate,Unemployed,475848,84924,Car,721,12,20,65.48078696370564,2022-07-19,0
932,33,Female,West,Post-Graduate,Self-Employed,256635,262792,Car,668,6,329,13.176896605779778,2022-07-20,1
933,51,Female,North,Post-Graduate,Self-Employed,1119627,483950,Business,349,12,210,77.15264300874176,2022-07-21,0
934,56,Male,West,High School,Salaried,965197,904548,Business,405,4,135,45.85366776170548,2022-07-22,1
935,44,Female,North,High School,Unemployed,445984,745385,Education,515,0,315,60.93543314863534,2022-07-23,1
936,35,Female,East,Post-Graduate,Self-Employed,1361328,52159,Car,724,4,199,27.699025584534695,2022-07-24,1
937,49,Male,East,Graduate,Self-Employed,1459770,623228,Car,371,11,98,64.16589701267583,2022-07-25,1
938,28,Female,North,Graduate,Unemployed,428584,653724,Home,745,11,364,71.77922207146213,2022-07-26,0
939,25,Male,North,High School,Self-Employed,332886,520192,Education,485,2,125,47.8570549507519,2022-07-27,1
940,49,Female,East,Graduate,Self-Employed,1327113,588966,Business,369,6,361,59.418153924943546,2022-07-28,0
941,24,Male,West,Post-Graduate,Self-Employed,1036690,766435,Education,449,5,186,46.50607390579189,2022-07-29,1
942,32,Male,East,High School,Unemployed,285166,490420,Business,545,7,23,81.52730954062764,2022-07-30,0
943,22,Male,West,Post-Graduate,Unemployed,575854,455237,Business,837,12,266,49.82953444114553,2022-07-31,1
944,47,Male,North,High School,Unemployed,508479,712132,Education,398,4,218,77.34469672230551,2022-08-01,1
945,51,Female,North,High School,Unemployed,1064285,641451,Car,577,1,290,74.10816466161988,2022-08-02,0
946,56,Male,West,High School,Salaried,497883,815328,Business,754,8,452,42.84038570786852,2022-08-03,0
947,56,Female,North,High School,Self-Employed,759073,779115,Education,403,10,337,28.406759348598,2022-08-04,0
948,46,Male,West,Graduate,Unemployed,363052,204536,Home,532,7,334,42.486570604781676,2022-08-05,0
949,47,Male,South,Post-Graduate,Self-Employed,956079,625425,Education,693,5,398,76.09739006201761,2022-08-06,1
950,25,Male,East,Post-Graduate,Self-Employed,266253,473448,Home,800,12,114,28.210602865551387,2022-08-07,0
951,40,Female,South,Post-Graduate,Salaried,678697,897929,Business,550,9,492,51.954907668619946,2022-08-08,0
952,31,Male,West,High School,Unemployed,815416,551233,Education,820,6,156,74.4877398368598,2022-08-09,0
953,30,Female,East,Graduate,Unemployed,361081,674773,Education,378,8,288,38.2781980102703,2022-08-10,1
954,58,Female,West,Post-Graduate,Self-Employed,1114013,290970,Home,351,6,18,61.376770960215794,2022-08-11,1
955,26,Female,East,Graduate,Unemployed,835254,679756,Education,525,2,127,29.650525923905164,2022-08-12,1
956,28,Female,East,High School,Self-Employed,1386430,50901,Education,350,5,103,18.742355629452796,2022-08-13,1
957,43,Female,East,Post-Graduate,Self-Employed,823640,137980,Business,485,10,443,73.5507380074285,2022-08-14,0
958,46,Female,East,Graduate,Salaried,619149,419738,Education,333,12,153,17.917489872696546,2022-08-15,1
959,32,Female,West,High School,Salaried,947567,526813,Car,430,10,298,31.710511606366765,2022-08-16,0
960,46,Female,East,Graduate,Salaried,832585,839313,Home,742,6,395,78.4087537597952,2022-08-17,1
961,33,Female,East,Post-Graduate,Self-Employed,762634,342007,Education,731,1,23,37.71754296629338,2022-08-18,0
962,38,Male,South,Post-Graduate,Unemployed,1360714,816722,Home,796,2,266,87.84362796113288,2022-08-19,0
963,45,Male,North,High School,Salaried,512916,448838,Home,702,3,355,88.37874678190877,2022-08-20,0
964,53,Male,North,High School,Unemployed,240149,565956,Home,622,9,195,31.462081636284537,2022-08-21,0
965,32,Male,South,High School,Salaried,548844,968882,Education,509,5,354,13.278257779991236,2022-08-22,0
966,56,Male,South,Graduate,Salaried,1083190,526384,Education,628,0,409,66.40506273643032,2022-08-23,1
967,24,Female,West,Graduate,Self-Employed,328447,537063,Home,671,8,216,46.0789202118675,2022-08-24,0
968,25,Female,West,Graduate,Salaried,661693,776546,Car,759,4,355,18.060227516766105,2022-08-25,0
969,57,Female,West,High School,Salaried,1254271,881633,Home,432,12,440,66.60182551824343,2022-08-26,0
970,28,Female,South,Post-Graduate,Self-Employed,1034379,301839,Car,420,11,181,12.493992728953698,2022-08-27,0
971,48,Female,South,Post-Graduate,Unemployed,1426872,371395,Home,751,6,473,79.61573523937938,2022-08-28,1
972,51,Female,East,Graduate,Salaried,1032297,646860,Business,428,8,279,21.0922023290643,2022-08-29,1
973,29,Female,West,Graduate,Self-Employed,880913,613543,Home,390,8,230,20.184950299738,2022-08-30,0
974,49,Male,West,Post-Graduate,Salaried,553039,637500,Home,328,0,161,24.053783837486762,2022-08-31,0
975,34,Male,West,Post-Graduate,Self-Employed,1142320,886642,Education,823,0,120,86.82130867936533,2022-09-01,0
976,42,Male,North,Graduate,Unemployed,392994,437773,Car,632,2,192,65.45354882030767,2022-09-02,0
977,31,Male,East,Graduate,Unemployed,1060346,72499,Business,596,5,408,74.10972283709094,2022-09-03,1
978,43,Female,West,Post-Graduate,Self-Employed,1250457,676840,Car,429,1,348,41.810798858620245,2022-09-04,1
979,21,Female,West,High School,Self-Employed,509509,494844,Business,592,9,81,36.90501820039644,2022-09-05,0
980,57,Female,West,Graduate,Self-Employed,1327787,635648,Home,472,11,427,28.758720542653595,2022-09-06,0
981,41,Male,North,Post-Graduate,Unemployed,1187626,447819,Education,323,10,395,48.45184226499271,2022-09-07,0
982,46,Female,North,Post-Graduate,Salaried,1404654,536525,Education,398,0,292,54.14629868273348,2022-09-08,0
983,56,Female,South,Post-Graduate,Unemployed,1140335,963898,Car,705,0,83,60.54198749222043,2022-09-09,0
984,43,Female,East,Post-Graduate,Self-Employed,1159820,921905,Education,655,12,364,30.56948031989556,2022-09-10,1
985,21,Male,South,High School,Self-Employed,1475779,193704,Car,438,4,224,85.89232647223925,2022-09-11,1
986,35,Female,East,Post-Graduate,Unemployed,919846,735967,Car,802,3,337,23.580679856570868,2022-09-12,0
987,41,Male,North,Graduate,Self-Employed,1288129,141873,Business,473,0,485,87.25225398131299,2022-09-13,1
988,29,Male,West,High School,Unemployed,1109210,115756,Car,328,3,32,11.188489800600303,2022-09-14,1
989,29,Male,South,Post-Graduate,Self-Employed,860046,490210,Business,795,2,77,48.49005534534765,2022-09-15,1
990,30,Male,West,High School,Salaried,232766,244454,Education,650,1,407,36.66942704932502,2022-09-16,0
991,46,Female,South,Graduate,Salaried,755710,368488,Car,598,8,456,45.92987311442006,2022-09-17,1
992,55,Male,North,Post-Graduate,Self-Employed,1103022,496991,Car,491,10,382,55.65316631846312,2022-09-18,1
993,45,Male,North,Graduate,Unemployed,474349,450565,Home,363,0,371,44.84713264101672,2022-09-19,0
994,46,Female,North,Post-Graduate,Salaried,679806,907586,Car,514,6,102,43.1877480241276,2022-09-20,1
995,31,Female,South,Post-Graduate,Unemployed,1403175,601752,Car,465,12,330,68.61787323306453,2022-09-21,0
996,58,Male,East,Post-Graduate,Self-Employed,1276778,485840,Home,842,3,333,64.87010200691716,2022-09-22,1
997,22,Female,South,Post-Graduate,Unemployed,639358,171897,Home,531,4,393,76.66170256286783,2022-09-23,0
998,27,Male,East,Post-Graduate,Salaried,1048124,570082,Education,840,9,72,29.996718499159645,2022-09-24,0
999,38,Male,South,High School,Unemployed,937744,349488,Car,494,4,233,58.762280780325085,2022-09-25,1
1000,47,Male,South,Post-Graduate,Unemployed,220855,133791,Education,805,0,234,56.81558283142831,2022-09-26,1
